title,url,material,colors,dimensions,artist
H. Jodocus als kluizenaar,https://lh6.ggpht.com/1V8EIc09u_4gpRH1DDQ8Dx2ugtOmRxMWzUJAg8BSEjIGPJINYDZ6DVWOGpnwR-V7caQi1d4v-N8qyyoz0iX9MPLHyTE=s0,papier,"[{'percentage': 41, 'hex': '#737C84'}, {'percentage': 32, 'hex': ' #FBF6E1'}, {'percentage': 15, 'hex': ' #E0CC91'}, {'percentage': 11, 'hex': ' #2F4F4F'}]",165 x 205,Jan van Londerseel
Achitofel en Chusai bij Absalom,https://lh3.googleusercontent.com/EhLoyUTRpK0qmOY38EzsioZioYFrADglfMIPVMGz_AW6BKjK-gGEW04FOPwTs53cwY-36t-5_rinhe5MexvRTbqHC1k=s0,papier,[],197 x 259,Johannes Wierix
Landschap bij de Merwede,https://lh3.googleusercontent.com/cABgif3lAmM_rWM4sJLQ3YIERogwqimhtfGRlJXMVxGndlQY8KfpWLI-f4D3EqdsHEN188TNTi3c9hZlRJimKaaNt69o6O2PCZDwJEwJ=s0,papier,[],41 x 89,Jean Théodore Joseph Linnig
Kinderportretten,https://lh3.googleusercontent.com/3tTiCBOSwatwCkJxESa6rkeELYlw8xgcgyRGECzE_S1IGWesgBseatxODNJlWjowstfz1jat4nytD8rUng0celxMSa6eoRo-8iJNpH-V=s0,papier,[],122 x 158,anoniem
"Drie vogels: een IJsvogel, een Prins von Wied's Toekan en een Organist",https://lh4.ggpht.com/OH_j94SakVVOB-2hRSVIldjEeH9FH6TTR27BLGGpdj2VTSOcWQQhBct7tsr8SGqWfggthnRex6in-4VVaGxGdmY0TUc=s0,papier,[],365 x 257,Aert Schouman
Edelman helpt een dame van haar paard afstappen,https://lh3.googleusercontent.com/bgWP_Il6LLvGK_wKPWP72NkFAkbuP_7IBpZLXKgYlx5o5kAVlD4RvIr-wJ-S6N0bdcl5vAzaszXjvud-aAPNCXffMJiFmyHpODCB2TxS=s0,papier,[],186 x 116,Jacques Le Roy
"Kaart van de Franse zuidkust bij Antibes, ca. 1702",https://lh3.googleusercontent.com/cexcHWcBRfRjBQPpUI7646F3viUqLZFbL-UDgnXK1DJB2DAcUQDv09zm19rQQysVRKv004CVsmmVA9nN0-cVcJIZR_QA=s0,papier,"[{'percentage': 87, 'hex': '#FBF6E1'}, {'percentage': 8, 'hex': ' #E0CC91'}, {'percentage': 3, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #2F4F4F'}, {'percentage': 0, 'hex': ' #000000'}]",229 x 333,anoniem
Het laatste oordeel,https://lh3.googleusercontent.com/AD6Tnim4W39G45IzEZ1NGJ-On__kS4ExZfuvUu_nOPJSFwXlUqHZf9IQ2j8V3KOlRm-kSm-ZzCNaDBoFsQSmTtrTLyg=s0,papier,"[{'percentage': 55, 'hex': '#FBF6E1'}, {'percentage': 21, 'hex': ' #2F4F4F'}, {'percentage': 18, 'hex': ' #737C84'}, {'percentage': 3, 'hex': ' #000000'}]",108 x 146,Meester van Delft
"Fotoreproductie van een tekening, voorstellende de Blacas-camée",,papier,[],137 x 150,F. Cole
"Verslag van het Bezoek van Z.M. Koning Willem III te Rotterdam, van 28-31 Julij 1851, zoo als het is medegedeeld in de Rotterdamsche Courant van 29 en 31 Julij en 1 Augustus 1851",https://lh3.googleusercontent.com/C6wIhguOwv8YOp4yuNWHW4AeVl1z9nOOCR7F-tuchyv9KtLujWiWMw1FaqlkxDgXN0QVxaUOccD-b0cP6XjTy1j3Rwaxac3oGj8Geik=s0,papier,[],437 x 276,Arrenberg & Van Reyn
Gezicht op de ruïne van het Huis ter Kleef in Haarlem,https://lh3.googleusercontent.com/CGH5RkpkvdxV57mIcd2VqN34s376_upPrGX7MrfH3uw5V_EOQC868J2Jc1obc6TSntHcKto4Qtovh_-0PLlVtcB-VXXkzBCdKKWCS_ov=s0,papier,[],194 x 215,Jacobus Schijnvoet
Gezicht op het Palais de la Légion d'Honneur in Parijs,https://lh3.googleusercontent.com/sGnI7aYtqmyeKseg1lJ3EuEvm5IRiLNwS4nfMLBa6N5Zij_gg3qGoeNtWe9TkHZDES736_dmib14vR7pruHRDvasJlON=s0,fotodrager,[],86 x 175,anoniem
Zaal met diverse werken in vitrines en aan de muren,https://lh3.googleusercontent.com/8uGVp3_WbIPZIOKZub23rifzfnMjZrOub_pWfnYa2dXK8z1XdMoQKaMBWqvHAcKnlRCbY1_UidfEFN4OTelKh58LuPG6ZohAnzn6HLR-fQ=s0,fotodrager,[],86 x 175,anoniem
Japanse man en vrouw spinnen garen,https://lh3.googleusercontent.com/G76uJ9A2kExIgtWbyJn4Wy3TMe8t5UxS4StSmCionfG7W0YvcR9hCv0dACu6KqhwTAgsSW-yA5zwsfEWNZN99JcFAapJUYRVOYUaurD5=s0,papier,[],180 x 230,Kazumasa Ogawa
"Gezicht op de Oostpoort te Delft, 1620",https://lh3.googleusercontent.com/W4vKRZ1AgjI0zw1OYbBiAJ1Qn9VMLdTfjcz9y_curc5eXCMEBm2TalRKXLOYkPfoedfwJPdqqAYLDvQFGOL_CA4NiXi1=s0,papier,[],83 x 113,Abraham Rademaker
"Vrijheidsboom te Zaandijk, 1795",https://lh3.googleusercontent.com/GFR6oqWq9_GewlMbBBUcnZZrLpMNlRmJTgSK48otYox6PgpENYGESQxeaFDxBYL5YzcD301OJFXDEj9a_LOJkMvcgQGx=s0,papier,[],431 x 308,Noach van der Meer (II)
"Gesloopte huizen aan het Schapenplein te Amsterdam, 1877",https://lh3.googleusercontent.com/6xr7mRPrOby4vbIWk8E49K6KkQplzXw9kq7GKpawzg5WRPOUuHuonbMj4Ms_X9z9_D4H-bEyiMueym0snmFI6bOZswnf=s0,papier,[],100 x 157,anoniem
Bank met twee zitplaatsen,https://lh3.googleusercontent.com/e3yXRC8-ay6I5rjpZBaTaa2i33Cqw0sSbN5u8XkVaTpsY9TJY7SxsqcSUG1tSly-NUw1BlHpf0kshImQTA1z2tRqEnetqDePvbFg0tRfDQ=s0,papier,[],278 x 352,anoniem
Gezicht op Satu Mare,https://lh5.ggpht.com/Oj4iJN4DRUjK0bqdWw5REXhCcixxAkjp1eFI5bc-Do1CMIicizKa_Djl9dCttyPjsmlmCBmxQcVe7hBC-Vr_oK2jL7o=s0,papier,"[{'percentage': 70, 'hex': '#FBF6E1'}, {'percentage': 23, 'hex': ' #737C84'}, {'percentage': 6, 'hex': ' #2F4F4F'}]",94 x 125,Gaspar Bouttats
Voorportaal van een gebouw,https://lh3.googleusercontent.com/4vZcXHYVkBlqTJXzZITFfeZNA9x62l9_90Jf2IwEZxJARKLx6xI-vu3kwMzunlgFj_l0J6jI2Wbmq1ZNYM6dFNS5nbw=s0,papier,[],94 x 125,Marius Bauer
Portret van Carl Gustaf Dücker,https://lh3.googleusercontent.com/QbJDpL-_J1n5hQVOxYQE-5mbQDGLY9wSpSKQhDjTskjdJF71BFBRmaVv9nKz5WqC6QRfOaXaJ-AHQOyUe4_Go7fpd-QxL8e4j5ru5M0-=s0,papier,[],196 x 154,Christian Fritzsch
"Twee voorstellingen van de aankomst bij de stad en van het aanbieden van de sleutels aan Willem IV, 1751",https://lh3.googleusercontent.com/Mo7YD6j4wq7dUHY3ND3WzrljgQ4D_o_kZL6t4GOIO0UwZNxEnKYjSwy_hv4zn8HCNhTgdcipuhH2BeMLT76URnqffm4=s0,papier,[],369 x 210,Jan Caspar Philips
De man met de bontemuts. / Tweede vervolg,https://lh3.googleusercontent.com/-EoAGmTDebKjbjIbO2Cg3TAvIKYcurLWxVcSFQVbByDcAZnSnQz8byRaGJTuJWnylUCsZpTwhY0XSQmw0Spnz5kwIqs=s0,papier,[],416 x 335,Hermanus Numan
Vrouw staat op het punt zichzelf te offeren,https://lh3.googleusercontent.com/dLd5NO2OcieFepJToh3rFWX92ns_Ld9YF2JNFAyURRHa_dRyrhqagMiVBT9Ld0tt0r-Ltag20ZSANM-xBsUGEHRBw9c=s0,papier,[],149 x 92,Reinier Vinkeles (I)
Portret van Zuster Columba,https://lh3.googleusercontent.com/dm8E25p-ydAtUXrOHNDUa4PSF2FO-4cLbtAS53Wbqh7e-D6V2ej8ibowKTKZRpdWGLi2VcgKXHCY0pUoL1zCcI1PpJOOSFXudKkpz1Q=s0,papier,[],271 x 201,Cornelis Bloemaert (II)
Boerenvreugd,https://lh3.googleusercontent.com/htxVBOdvZ-ZBcMgu-hXKwTSQBgc4fb_mD-wTAubVDJYHvXrSggjcBth5xFvmjCtoHV2VQgCsRmoxks3l1lgYtIV4vfA6nu2xI4PbWAtM_Q=s0,paneel,"[{'percentage': 44, 'hex': '#2F4F4F'}, {'percentage': 35, 'hex': ' #B35A1F'}, {'percentage': 12, 'hex': ' #000000'}, {'percentage': 4, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #367614'}]","26,5 x 42,5",David Vinckboons (I)
Gezicht op een dorp met inwoners van Saint John's te Antigua,https://lh3.googleusercontent.com/aqCEGyNEgURAEIthu0t8ZhxcUgldweCW-_TXBuuxYjXbfpGhVE_fvTUt5Zyy4WW2uwHnor0Z9hDvZRorANnZlCTXHLrIRc6EcUHC9k65=s0,papier,[],248 x 328,Franz Hegi
Gallerie des Modes,https://lh3.googleusercontent.com/B-p7OlCpEvOgQ2Pk78G6P210XTU4mhzJU2JFDEv0oFfppfaOdntl7Tb3Ea_7pGgJ3KL-O5BTmqoduVosRTH3B1aq=s0,papier,[],291 x 208,Nicolas Dupin
Postzegel Republik Indonesia,https://lh3.googleusercontent.com/H7FOTva77on9TqdZVlDLpywlG04GV9GN7W07oHtVJ07B6rKj7JXs0fdcU6zte6jD8B2JCAmdE0NbwAxI35aLkDz40ly7BNQEUB2EGbo=s0,papier,[],40 x 30,Staatsdruckerei Wien
"Wijdbeens staande man met een hoed, van achteren gezien",https://lh3.googleusercontent.com/1TPMsEHH9e3cSFLzez1G51ob6wmDGX1dYCZvHgYI_QtFfkSXapAQLM0oAh2tBSogCbJpx8Sl-upiky0MLpsx3Ug0HA=s0,papier,[],40 x 30,Bramine Hubrecht
Aanbidding der herders,https://lh5.ggpht.com/7t1GvnyUBb9KCtzbexwguWW3OLdgCHnjFKWa0YXnMeskBSmv1xuj7r0nZ6YGhJE1zX_xr8YVQCU5HadhYKAO0MshoA=s0,papier,"[{'percentage': 43, 'hex': '#FBF6E1'}, {'percentage': 42, 'hex': ' #737C84'}, {'percentage': 14, 'hex': ' #2F4F4F'}]",450 x 593,Cornelis Bloemaert (II)
"Portret van F.A.W. Miquel, hoogleraar in de faculteit Wis- en Natuurkunde aan de universiteit van Utrecht",https://lh6.ggpht.com/_0gF-_UIvnYbwjKHhgFyUAAw2d4RRCKk2SrMzcjjH30E9wxt8PPGdWO1r0uaOfoROPGU9IMmGmbbr3vOZLhESnwwXtE=s0,papier,[],102 x 63,A.A. Vermeulen & Co.
Portret van schrijver Filippo Briganti,https://lh3.googleusercontent.com/ISt2G9LOQC2vpoXXbEvrLulVCMCYF6QE65R6x6mKmcdbXQFTE3oAADQbVDmfzcz18Zh7jwUMwnoLQOTsqMCMUJ1CfQU=s0,papier,[],225 x 159,Giovanni Antonio Sasso
Gezicht op Granada,https://lh3.googleusercontent.com/3CvXQ0VYM0e0GZvu94hD2bVaC6eWMqa0jMcLmQ2UhnDXdjyCAy75Wx7Gc5W5vPLf4j-TeEG4liItTHxpJJ4dilrL6R4=s0,karton,[],152 x 216,anoniem
Portret van een staande vrouw met witte klederdrachtmuts,https://lh3.googleusercontent.com/3pxX1o86F72-qCD9uauDNac9iccAmPPky-RmAIscD8V4IKhW_szW3AwrS4PiE9nGlhpw59efELLSNZoQxxxSbKob2zoZsosa97F0zO4=s0,fotodrager,[],83 x 50,Carl Philip Wollrabe
Plastiek,https://lh3.googleusercontent.com/1TFZapENzMsvDkjrF6ZwEd2AvHPtJQQmOS9BidRlPzRrPf1Stf785AtdX3P12xX3H0kWIV8bmtOUqmTYREbtl-r-qg=s0,messing,[],"14,5 x 37,4",Jacob Bendien
Abklatsch van een pentekening,https://lh3.googleusercontent.com/4G11IHj9O5AHoVbVoQ0t77od0tMFPVXi5w-NllQRiS29emGKG6HnGOdWDJfVFLe0KvQ9GtBlEtFLiuXoAd-UaXlLN2g=s0,papier,[],"14,5 x 37,4",Jozef Israëls
Schilder Louis Apol in zijn atelier in Den Haag,https://lh3.googleusercontent.com/695Piu7EQ16Y5rSOhxHzFZZp_eEPwIDFVDitm2ByBLJ1EU5e6eu_433DbrWtLl4Mnm3mwfFSO8FLqz7UT7mgq7mOG-c7=s0,PE-papier,[],241 x 303,Sigmund Löw
Interieuronderdeel,,hout,[],45 x 56,anoniem
Mystieke allegorie op de situatie in het jaar 1673,https://lh3.ggpht.com/kIs1oeTqnDIu-aqY0hpVTJj0HaYaUk2aawednBHkjW05b72e8K43FSNop3XX6yCEj2jQzHhlhnX2pc71RE1aC4mRuCbC=s0,papier,"[{'percentage': 87, 'hex': '#FBF6E1'}, {'percentage': 7, 'hex': ' #737C84'}, {'percentage': 5, 'hex': ' #B5BFCC'}]",236 x 188,Emrik & Binger
Portret van Johannes Polyander van Kerckhoven,https://lh3.ggpht.com/8tXNkmO4zXHGmHMG_OyXhM3CGPtQRHShg1rJX8W-F18Sd1nX_9Usg__p01z-AwZUfqXeK3v0p7KYbgoFQDgGzo14SeLr=s0,papier,[],321 x 232,Jonas Suyderhoef
Ingraving tusschen Solo en Kali Osso 2e Sectie.,https://lh3.ggpht.com/mkvej-2KoK-a9GkylWJnd81lx97uKNhbpgm76thG8e3zAgsz1uWH6UMGBoHUEPsaXJreGD9Jr2Y5gUhIQw_q_fuSQIgS=s0,fotodrager,"[{'percentage': 65, 'hex': '#FBF6E1'}, {'percentage': 25, 'hex': ' #737C84'}, {'percentage': 6, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #000000'}]",186 x 245,Woodbury & Page
Een explosie van modetijdschriften,https://lh3.googleusercontent.com/Zarr31rgYViD9CUAI24TQxkO1SauVlmxcg4y7BOj-KrghODiYN9vTVoSXHtfFYaObJj1sbQXxE2we504mOEwfeuwmi4=s0,papier,[],250 x 189,J. Bonnard
Portret van vijf onderwijzeressen in een klaslokaal,https://lh3.googleusercontent.com/BuaboF6Ni5Pn3O3ae-rwiolQGpu-EwbIbToDZHxUmAuwPLC2FwgmyRWZ8riXb8dXqvtFBlxRD_EoUcOxG1NYpZMe6XlI=s0,fotodrager,[],77 x 107,anoniem
Gezicht op het Palais en de Jardin du Luxembourg in Parijs,https://lh3.googleusercontent.com/YF8HXZJu7l0lxcT5-SZEpouhBUoWrnXeT8ZkrSsdIY3sNM0Afvc-_ZsjPgH_c-MKoB2k3ilRCcUuRceb4OsI2_3ZQI0Kt7EsE5RZzQyT=s0,fotodrager,[],86 x 178,anoniem
Vaandeldrager,https://lh3.googleusercontent.com/2JgFIeaHo4CI9sCxOpc665mbqfML29kxgOEDrb9zx0zBSH_dg2VJX2_gCKO9RRZrpTxJAJ1fWXF5J0BnBcAo90Jew7bI=s0,papier,[],392 x 325,anoniem
Deksel van botervloot,https://lh3.googleusercontent.com/iVX3cQIebxrgEzN4VuWRsE1lhiLHTVuqZuBEAHngZiRuWRc5cW6oig0HozGQ4qkBJm3wNAnZF8F7OSdezyzl56-IWHWx=s0,faience,[],"3,7 x 11,7",anoniem
Servet met bloemboeketten,https://lh3.googleusercontent.com/MorqyiDgsXWjPFDzIsHK3rz8rcp6SZAOxxpLRiLF5bemiOPwh8aJzEIOm_y_VzlJNDp9wbrKEKEbXQpJXi3yoLkYBaIRUpMrsEqMMFo=s0,linnen,[],"112 x 82,5",anoniem
Blad met een foto van jongens in pyama,,fotodrager,[],268 x 330,anoniem
Dienblad,https://lh6.ggpht.com/AsbaL4fE8WQB0gEiNuXXulcjXIy1kP2vWSapfsb77frKbMSBmEUGVl8Qe4dzIS9dLQlgXymxBpy2-Tb2NyNqZGnUqyI=s0,aardewerk,"[{'percentage': 54, 'hex': '#B5BFCC'}, {'percentage': 43, 'hex': ' #737C84'}, {'percentage': 1, 'hex': ' #000000'}]","49,0 x 30,5",anoniem
Holofernes en de kracht (Fortitudo),https://lh4.ggpht.com/oATOlGEOx-D9-Cnz4nJwERnnESUWD_LmC4wA6i8qbbesUE_v0SdBhMwaoTOBsEvrJ2FBpTfJpVrbBzjFhkCZJmemj4eX=s0,papier,"[{'percentage': 44, 'hex': '#737C84'}, {'percentage': 27, 'hex': ' #FBF6E1'}, {'percentage': 25, 'hex': ' #E0CC91'}, {'percentage': 2, 'hex': ' #000000'}]",190 x 259,Hans Collaert (I)
Wonderbaarlijke genezing door Ignatius van Loyola van een man met epilepsie,https://lh3.googleusercontent.com/XiCLkQqaHR0BpA24KCIai4kcWVzkDDtYGwP_RCItCiGPAH0-x6n6Gz1sLPv5hDFQrbH1dj8nrofCnzLBPoA3jL3HnQs=s0,papier,[],104 x 64,Hieronymus Wierix
Plattegrond van Brussel,https://lh3.googleusercontent.com/NJLo9KvXrZtqIC-xnZ1SlucsfG6VNp7WCDc8fyLsBf47LJ8Q7PkCv-rkmccozh4V-oMyN3GyLAYtBxJkwNYY4vH9kFnV=s0,papier,[],467 x 577,anoniem
Brug door de Trientkloof,https://lh3.googleusercontent.com/hXLm_aSEie6S5VnSCNZohyWYQYtuIRvE3k7mCkun_LM_HrKMkw_78fqTV_D_LQQBhlcN26Adke_dV6XkATxKJ1lE_w=s0,karton,[],85 x 170,William England
Portret van Jacob van Heemskerck,https://lh3.googleusercontent.com/lJqkCEhY98g2890h0d7s4KRpwYwdBa4t8RkJ7pZQemXXQmKeSzyfzXWtUEsjsQVOaHMNASIgYo-cp5IhHQ-LkyqqDLk=s0,papier,[],165 x 116,Christoffel van Sichem (I)
Diverse bijlen en gereedschappen,https://lh3.googleusercontent.com/7ls9Usw1ZqnvCh-ZD7QxSvcrScBJFrK8zDdRbLVpuA6iFEqMrnjk8qwjR2b07xSTyuwBn0rh1-_oCODWHnNcqOvN64giPAf0KeVE1v8p=s0,papier,[],183 x 193,anoniem
"Halls of Justice, bijgenaamd The Tombs, in New York",https://lh3.googleusercontent.com/wno5rO82VvJ2xtTfJh7X-uwGH62VJiOzO66oYOUcnGO0SlQit1ax5f9RELpZZGJdh10J-ITjFJD-HO1Ezj8RFkm4GYXk=s0,karton,[],89 x 172,anoniem
Opwekking van Dorkas (Tabita),https://lh3.googleusercontent.com/z8nJpZgRBZJUb_anjsdxPOCB1RmOq9oiv8PxufkwbTAo6RLU64ykuz_Kqdk0Y3-LZ3ReKXjnycDR80_4Uyk-PU49rA=s0,papier,[],251 x 197,Jan Luyken
Zeegezicht,,paneel,[],31 x 39,anoniem
Handgeschreven inventaris,https://lh3.googleusercontent.com/Tca8KpZba2128dbWQoGSNz4DgOBnoTyvfvd54v0RS9sQ9_0wZKy6V3reLPRGD1SK6pmnovn3xGfAoqgTGRAcZ6TN9Nk=s0,papier,[],258 x 391,Michiel Hinloopen
"Façade van een villa in Parijs, ontworpen door Albert-Ernest Carrier-Belleuse",https://lh3.googleusercontent.com/cnARY_UBUb2zkZRy9Fp00fYYanh0GlUILPOufm92isBZfMcagiWw5f5i3wz-WHChEolrk1eW91gue2UB0_8mOyBOLcICqJG6th4nLe-EpQ=s0,fotodrager,[],220 x 165,Lampué et Cie
Plattegrond van Namen,https://lh3.googleusercontent.com/t5QZ5UKyxY8Ta4EcX7nJR3ThJbhT2nZ1DzYFpXRocpp37aeAZW2FO2keJJ-hInAeRy0QkASrwBjYlwRri58Gk_I-0lk=s0,papier,[],187 x 295,anoniem
Gezicht op het gebouw van de Admiraliteit in Sint-Petersburg,https://lh3.googleusercontent.com/VmaEniRzdV4JyBi4OlsXy09wgqfp2B5gYY4Y5_-cIF7vz9h1HUE_eLIDnHllZTmBAOqZ9e0sRmSMdGMbKvFFx4GwOA=s0,karton,[],92 x 150,J. Daziaro
Fries met de bestraffing van Niobe (plaat 6),https://lh4.ggpht.com/9FZ416zwSF4iMhoJk7FMmB8VLBApZCuIKK63VZbyGLRUCsvDOStE01Bcb8huNpZ1herydIDcE98Ni0Qd_8maI_N9yQM=s0,papier,[],264 x 284,Jan Saenredam
"Vaas, gedrukt eivormig, veelkleurig beschilderd met cartouches waarin een portretten. Tussen de cartouches puttokoppen",https://lh4.ggpht.com/fCDylGtxFvUvKA8T9FPpcL15JxHVGw23PGTRqWm64UnoCIXTbnTrXC5_CJLoVTzOV4_541i-hUiOu13aY0FLKa25AYy4=s0,aardewerk,[],"31,5 x 28",anoniem
Riviergezicht,https://lh3.googleusercontent.com/qqfL4y0Sf33f5tELVUtuC_GmePnfoB0IhhQg4KqTOOxWqRXo4lpDkImnDX_Vp_3Na6ULVNAMgZHlDHRTFD6OAYVCk0BR=s0,papier,[],"31,5 x 28",Petrus Johannes Schotel
Fragmenten met afbeeldingen van Boeddha,https://lh3.googleusercontent.com/deSPLZC7biaHreW4YhHZ5yL8jAkJ0bvTvYfsLUvK3-RgAa0FCP6q_FP8ayKwnnIgUMkmkr1HBnqzD6vZSNPIhDTARZPk9Tz-6GjZeYoN=s0,papier,[],164 x 196,anoniem
Badende Indiërs bij een trap aan de Ganges,https://lh3.googleusercontent.com/MVs3WF8nQcF8rSagKCfN7gTkK-mwzoAxs-u1YkBJaAn4QITfbqbyiEYJckHEuY6zi1WMtSNiPjE4arZ7Qs-7YbmsRQ=s0,papier,[],164 x 196,Marius Bauer
Portret van Alphonse Legros,,papier,[],214 x 215,William Strang
Gezicht op de noordzijde van het Spui te Amsterdam,https://lh3.googleusercontent.com/A6_3u294vVi2nE-R3GGrEOGkp9RNF2GiPrINXHjKe3RSX9hdJnFW12zQWxsWEiG6A5hUNzCajvoDvywycZ_EVVTmkg=s0,papier,[],214 x 215,George Hendrik Breitner
"Poort van de Citadel van Antwerpen, 1833",https://lh3.googleusercontent.com/ukBiSo1x-vU4257CCpbEhEgnmS5kmzSwh_gwTS2NcPT6zG6f8O7cT52z3fct5QuwuBw7nvsXMzhHKH_Whzaes4SnEes=s0,papier,[],235 x 305,Théodore Fourmois
Verzoeking van Christus in de wildernis,https://lh6.ggpht.com/DDtQ_xVWNt2sFniNN3hwP7KRK4IOhZfFlg6WcpCCRFSaXySIWKC8OEVd4eZPr21Av_gMjJWtkNwV4h4AYqbkQstJxw=s0,papier,[],203 x 148,Wenceslaus Hollar
Franse hoveling volgt het Edict van 1633,https://lh3.googleusercontent.com/0vkMs_LblV7SOyJM5tXSztyOs5gWNcMzdKxoYuwact9M9-dWuv_faa2XxRj8E0PqoYLR0BTA_tCMRoV4gTfBS0dPgieJ=s0,papier,[],149 x 97,Abraham Bosse
Portret van de maharadja van Benares,https://lh3.googleusercontent.com/BfcFcovJAodFX3KLI8aAs16j-58YXPAVMx28VXyGghvsrJUiN16SbwQlHuEdY5nObsEU-plcZWcS5j4JjFEwS_wiC5I=s0,fotodrager,[],158 x 120,anoniem
Schets van een landschap,https://lh3.googleusercontent.com/Wp-C5HwXkZ9Hh1k4Ro9jDpHkku6MduK4BtGeZl0rBcZyFZJ9hjkznxciqJFb1PvNnzjL4QO2-Eyr8kEYCIR5s9klpQ=s0,papier,[],322 x 263,Wijnand Nuijen
Portret van Thomas Maurois,https://lh6.ggpht.com/BQhcihxgBMpBQOIa5tpTUUbby7o0Mjq3Y8B45Zoq2TftZEKi0SFfxm1FoVSfhadSOmypwX4gKM9jTGjY0CAE0FZ037w=s0,papier,[],296 x 187,Abraham J. Conradus
"Handdoek, damastweefsel met een pellenpatroon",,linnen,[],"23,5 x 9,5",anoniem
Gezicht op de Rooms Katholieke kerk Het Vrede-Duifje,https://lh3.googleusercontent.com/1IrfpT_kkqoqwmmBj71j7LlwqwnjbrDpXT9icCUTrw6xb6VJZks4lXBy4uHEozvbyk4xhKBKRBcNdonP99oyZ5uYStxwJjISsl3yesNtbA=s0,papier,[],166 x 121,Johan Christoffel Schultsz
Schrijvende monnik,https://lh3.googleusercontent.com/YNDFbFQg27ubwboNDcLU8jQ_-_2dLRk5PC-bTjvXF2yar1NqHO5lBoshHj8nd87JdZALyjRDM9-6X7kX9ywARlGoSNOS9t8AeuuVjZ7y=s0,papier,[],330 x 260,Bernard Willem Wierink
Christus en een apostel,https://lh6.ggpht.com/8x7nOO_hEVEbPFXYCbktaFsMaYfcJvc7uTHsojSQgiy0RT3GCMkUjHe_pGVgV_RCd-zaoacglbnH8M1GlLRU7hbfDw=s0,papier,"[{'percentage': 89, 'hex': '#FBF6E1'}, {'percentage': 9, 'hex': ' #737C84'}, {'percentage': 1, 'hex': ' #000000'}]",82 x 95,Ernst Willem Jan Bagelaar
Diana,https://lh3.googleusercontent.com/V0YAI0W0XN-KfiC2CvSwtjFB8XZKJXmESWGJQr4wS_9MtBjX5q5wF3mbZSHmaXcoXacgglaMMdV5spdcCI-4wtZRwxEjba8hTnPHPLIz=s0,papier,[],290 x 200,Martin Schedel
"Art - Goût - Beauté, Feuillets de l' élégance féminine, Noël 1928, No. 100, 9e Année, p. 10",https://lh3.googleusercontent.com/NmtF1YTvWOl76U2khZzPGK_7TRf-4LSEuJUQvkmUQUVSNA4HJs1DguGh9KidGFwcGgBQXNQlhUL8AUh0EWSyKvPwlzHZ=s0,papier,[],315 x 240,anoniem
"Redden van de opvarenden van het schip Woestduin, 1779",https://lh6.ggpht.com/PRxhjq9DG7YMsXca4XMTLAe8o3Zc7YoaEcVIM_94kgNeV8esqSNt1ne9oFPrEaISb9a3db0416Sb2AI1TxbCfhcU-A=s0,papier,"[{'percentage': 77, 'hex': '#FBF6E1'}, {'percentage': 22, 'hex': ' #737C84'}, {'percentage': 0, 'hex': ' #2F4F4F'}]",312 x 497,Arend Fokke Willemsz.
"Portretten van Willem III en Willem II, prinsen van Oranje",https://lh3.ggpht.com/DsRiHv7gwKdMITanlKPtvru_jWSl-Zmz2YJJ70yLRrCt4p8pnwfQQ4kLZCPKvHC6Mdb4gvFTUYXV9zphaJSo8FLT5g=s0,papier,[],218 x 261,anoniem
Keizer Wilhelm op den Vesuvius,https://lh3.googleusercontent.com/f6xC5S7Hr3cs0G1cT2Lueb1QjQpI9Dra394LDWCK44LhcmD5EyAFIa0ksZKnNDBXCXwaCvXJFtsFOpDpf6a70T0Xson3-4mQbj4rBqmo=s0,papier,[],407 x 302,Marius Bauer
Details van voorgevel,https://lh3.ggpht.com/40y2Ms4TUC5hMdMn-_dIY8CIWHvSWCeSxWf8B5cJP-Z3neNRD-utVXkqlqS8iK8jEreQ6e7oa2kopok2jdPBUGq7ev8X=s0,papier,[],418 x 290,anoniem
De verkondiging aan de herders,https://lh5.ggpht.com/wlAoyeFyyMt1Q2jm4ei6J5rEQc97xgDM0VG3rtDf9YqsHdZbzNTQmusoidv7l9xOSbVcnA8W_6hfzdvC3NYp5JaPMvg=s0,papier,"[{'percentage': 38, 'hex': '#FBF6E1'}, {'percentage': 27, 'hex': ' #737C84'}, {'percentage': 19, 'hex': ' #E0CC91'}, {'percentage': 12, 'hex': ' #2F4F4F'}, {'percentage': 2, 'hex': ' #000000'}]",140 x 82,Frans de Bakker
Gezicht op Port Said,https://lh3.googleusercontent.com/k2T5UkQwNL8BNbOySX5HMJXGLA4kiqmObrabQDkVQ6WUKzSVU48hamcobaxtkavhKlw1ope2svRASYZ1jd54ZPURvj_mVgoW3yO1-Uq9=s0,papier,[],220 x 278,C. & G. Zangaki
Portret van Gustave-Hippolyte Roger,https://lh3.googleusercontent.com/f43huisbsgrWxTdiRrzLMofZ1MT1y7sAc59ZMWg4QVpNmKoZz4-IOUbRlG9lLaK6755vaWt1ZHTtGNx6BmxqmumFq7QE=s0,papier,[],123 x 87,Buguet
